"범죄별","발생지역별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"개인정보보호법","대전","범죄발생지역","","41","30","35","32","45","54","86",
"개인정보보호법","울산","범죄발생지역","","19","9","15","10","20","22","16",
"개인정보보호법","세종","범죄발생지역","","5","8","5","11","7","8","12",
"개인정보보호법","경기","범죄발생지역","","291","191","207","256","309","318","484",
"개인정보보호법","강원","범죄발생지역","","22","23","17","27","29","42","58",
"개인정보보호법","충북","범죄발생지역","","35","33","37","31","48","41","56",
"개인정보보호법","충남","범죄발생지역","","25","27","33","42","53","67","85",
"개인정보보호법","전북","범죄발생지역","","30","31","25","26","37","52","52",
"개인정보보호법","전남","범죄발생지역","","41","30","34","43","55","69","73",
"개인정보보호법","경북","범죄발생지역","","33","40","44","37","41","53","82",
"개인정보보호법","경남","범죄발생지역","","124","57","63","77","84","105","117",
"개인정보보호법","제주","범죄발생지역","","5","6","8","17","12","20","26",
"건강기능식품에 관한법률","계","범죄발생지역","","537","413","575","475","374","302","239",
"건강기능식품에 관한법률","서울","범죄발생지역","","174","132","154","175","43","47","46",
"건강기능식품에 관한법률","부산","범죄발생지역","","36","52","89","40","27","31","9",
"건강기능식품에 관한법률","대구","범죄발생지역","","37","42","24","24","32","13","25",
"건강기능식품에 관한법률","인천","범죄발생지역","","40","22","26","19","27","33","25",
"건강기능식품에 관한법률","광주","범죄발생지역","","28","12","8","5","11","5","10",
"건강기능식품에 관한법률","대전","범죄발생지역","","12","25","30","26","16","19","1",
"건강기능식품에 관한법률","울산","범죄발생지역","","11","7","6","2","3","-","-",
"건강기능식품에 관한법률","세종","범죄발생지역","","-","-","-","1","-","-","-",
"건강기능식품에 관한법률","경기","범죄발생지역","","106","60","112","97","73","72","87",
"건강기능식품에 관한법률","강원","범죄발생지역","","7","6","5","6","17","6","2",
"건강기능식품에 관한법률","충북","범죄발생지역","","17","9","46","19","17","5","1",
"건강기능식품에 관한법률","충남","범죄발생지역","","10","9","6","13","8","8","1",
"건강기능식품에 관한법률","전북","범죄발생지역","","26","5","9","6","6","5","6",
"건강기능식품에 관한법률","전남","범죄발생지역","","3","1","9","2","8","7","1",
"건강기능식품에 관한법률","경북","범죄발생지역","","9","9","6","13","18","12","7",
"건강기능식품에 관한법률","경남","범죄발생지역","","18","17","43","26","68","39","18",
"건강기능식품에 관한법률","제주","범죄발생지역","","3","5","2","1","-","-","-",
"건설기계관리법","계","범죄발생지역","","520","477","491","561","710","1081","333",
"건설기계관리법","서울","범죄발생지역","","15","21","46","48","44","34","22",
"건설기계관리법","부산","범죄발생지역","","23","19","52","27","30","21","20",
"건설기계관리법","대구","범죄발생지역","","27","12","17","16","25","29","14",
"건설기계관리법","인천","범죄발생지역","","30","24","35","36","25","29","21",
"건설기계관리법","광주","범죄발생지역","","6","6","3","7","3","12","-",
"건설기계관리법","대전","범죄발생지역","","9","5","4","5","8","3","2",
"건설기계관리법","울산","범죄발생지역","","20","8","8","5","6","6","4",
"건설기계관리법","세종","범죄발생지역","","1","2","3","6","3","1","2",
"건설기계관리법","경기","범죄발생지역","","140","135","124","156","155","781","119",
"건설기계관리법","강원","범죄발생지역","","23","56","25","40","27","30","12",
"건설기계관리법","충북","범죄발생지역","","33","35","11","24","34","14","13",
"건설기계관리법","충남","범죄발생지역","","17","25","35","30","23","18","21",
"건설기계관리법","전북","범죄발생지역","","32","15","22","20","206","16","11",
"건설기계관리법","전남","범죄발생지역","","38","29","12","16","23","17","22",
"건설기계관리법","경북","범죄발생지역","","71","34","42","40","34","23","17",
"건설기계관리법","경남","범죄발생지역","","35","41","49","85","60","46","26",
"건설기계관리법","제주","범죄발생지역","","-","10","3","","4","1","7",
"건설산업기본법","계","범죄발생지역","","692","1111","1940","3861","1992","912","697",
"건설산업기본법","서울","범죄발생지역","","105","287","556","831","542","188","154",
"건설산업기본법","부산","범죄발생지역","","57","34","76","55","44","68","51",
"건설산업기본법","대구","범죄발생지역","","22","17","16","50","21","16","24",
"건설산업기본법","인천","범죄발생지역","","27","74","155","350","105","34","34",
"건설산업기본법","광주","범죄발생지역","","13","8","13","17","15","17","21",
"건설산업기본법","대전","범죄발생지역","","12","16","19","22","71","37","9",
"건설산업기본법","울산","범죄발생지역","","5","3","18","9","9","11","3",
"건설산업기본법","세종","범죄발생지역","","5","6","3","8","3","1","4",
"건설산업기본법","경기","범죄발생지역","","267","469","860","1600","928","307","198",
"건설산업기본법","강원","범죄발생지역","","18","37","23","20","38","20","20",
"건설산업기본법","충북","범죄발생지역","","20","18","25","55","36","26","18",
"건설산업기본법","충남","범죄발생지역","","33","21","42","52","51","44","35",
"건설산업기본법","전북","범죄발생지역","","6","30","14","21","22","46","27",
"건설산업기본법","전남","범죄발생지역","","25","19","15","26","22","21","20",
"건설산업기본법","경북","범죄발생지역","","26","24","42","37","26","18","16",
"건설산업기본법","경남","범죄발생지역","","35","39","52","36","39","35","41",
"건설산업기본법","제주","범죄발생지역","","16","9","11","672","20","23","22",
"건축법","계","범죄발생지역","","5333","4644","4023","4430","4047","3947","3401",
"건축법","서울","범죄발생지역","","271","322","394","301","272","254","328",
"건축법","부산","범죄발생지역","","277","301","227","206","257","272","280",
"건축법","대구","범죄발생지역","","11","54","25","12","8","21","16",
"건축법","인천","범죄발생지역","","1101","467","402","393","283","228","183",
"건축법","광주","범죄발생지역","","477","163","16","47","14","23","13",
"건축법","대전","범죄발생지역","","95","139","109","171","152","103","71",
"건축법","울산","범죄발생지역","","147","36","13","32","33","19","10",
"건축법","세종","범죄발생지역","","12","10","4","6","16","16","26",
"건축법","경기","범죄발생지역","","1146","1283","1075","1543","941","1166","998",
"건축법","강원","범죄발생지역","","197","241","240","286","234","226","161",
"건축법","충북","범죄발생지역","","228","252","236","210","267","215","202",
"건축법","충남","범죄발생지역","","526","531","501","435","638","602","396",
"건축법","전북","범죄발생지역","","198","206","197","192","217","164","122",
"건축법","전남","범죄발생지역","","98","121","85","122","207","103","86",
"건축법","경북","범죄발생지역","","217","207","211","241","259","282","256",
"건축법","경남","범죄발생지역","","305","271","196","152","188","170","141",
"건축법","제주","범죄발생지역","","27","40","92","81","61","83","112",
"게임산업진흥에 관한법률","계","범죄발생지역","","5640","7368","8044","7343","5078","4480","3918",
"게임산업진흥에 관한법률","서울","범죄발생지역","","1307","1227","1267","1355","808","795","534",
"게임산업진흥에 관한법률","부산","범죄발생지역","","371","1053","722","400","392","352","191",
"게임산업진흥에 관한법률","대구","범죄발생지역","","257","709","592","344","208","246","198",
"게임산업진흥에 관한법률","인천","범죄발생지역","","173","385","389","361","393","309","208",
"게임산업진흥에 관한법률","광주","범죄발생지역","","223","256","435","328","217","165","187",
"게임산업진흥에 관한법률","대전","범죄발생지역","","215","145","242","361","161","124","73",
"게임산업진흥에 관한법률","울산","범죄발생지역","","222","206","260","184","80","66","51",
"게임산업진흥에 관한법률","세종","범죄발생지역","","10","5","15","14","15","16","11",
"게임산업진흥에 관한법률","경기","범죄발생지역","","990","1312","1605","1607","1179","994","1080",
"게임산업진흥에 관한법률","강원","범죄발생지역","","164","207","252","260","218","169","170",
"게임산업진흥에 관한법률","충북","범죄발생지역","","158","156","372","192","170","172","145",
"게임산업진흥에 관한법률","충남","범죄발생지역","","227","232","200","270","163","168","199",
"게임산업진흥에 관한법률","전북","범죄발생지역","","177","229","255","321","171","132","150",
"게임산업진흥에 관한법률","전남","범죄발생지역","","285","271","330","276","219","200","170",
"게임산업진흥에 관한법률","경북","범죄발생지역","","255","266","347","489","252","249","208",
"게임산업진흥에 관한법률","경남","범죄발생지역","","533","625","665","486","363","259","280",
"게임산업진흥에 관한법률","제주","범죄발생지역","","73","84","96","95","69","64","63",
"결혼중개업의 관리에 관한법률","계","범죄발생지역","","359","179","92","75","112","89","83",
"결혼중개업의 관리에 관한법률","서울","범죄발생지역","","108","43","12","10","20","22","13",
"결혼중개업의 관리에 관한법률","부산","범죄발생지역","","58","5","5","6","4","2","5",
"결혼중개업의 관리에 관한법률","대구","범죄발생지역","","14","8","3","5","6","1","7",
"결혼중개업의 관리에 관한법률","인천","범죄발생지역","","15","8","3","2","2","7","3",
